tax	F82	S370_full	S777_AD1	S778_AD2	S779_AD3	S780_AD4	S781_AD5	S782_AD6	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter towneri	0	0	0	2	1	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Sedimenticola;Sedimenticola selenatireducens	0	1	1	1	1	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingorhabdus;Parasphingorhabdus flavimaris	1	2	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Longispora;Longispora albida	0	0	0	2	1	0	0	1	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Thiobacter;Thiobacter subterraneus	1	1	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter brassicae	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Caedibacter;Caedibacter taeniospiralis	0	1	2	0	0	1	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides mediterraneensis	0	0	3	0	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Vandammella;Vandammella animalimorsus	3	0	0	0	0	0	1	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter;Octadecabacter arcticus	2	1	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium;Arcanobacterium bovis	0	0	3	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio;Hydrogenovibrio marinus	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes deccanensis	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora niigatensis	0	0	4	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides luti	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Kitasatospora;Kitasatospora aburaviensis	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter henchirensis	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	3	0	0	0	1	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter alkalitolerans	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter chromiiresistens	0	0	1	0	2	0	1	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae;Guyparkeria;Guyparkeria hydrothermalis	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera;Leisingera methylohalidivorans	0	1	3	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides heparinolyticus	1	3	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Thiomonas;Thiomonas bhubaneswarensis	2	1	0	0	0	0	1	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter;Oxalobacter vibrioformis	1	2	0	0	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter dokdonensis	2	1	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;Pseudorhodobacter ponti	2	1	0	0	1	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Marisediminicola;Marisediminicola senii	0	1	3	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas simiae	1	1	1	0	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinimonas;Succinimonas amylolytica	1	3	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Planctobacterium;Planctobacterium marinum	1	1	1	0	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas denitrificans	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter ramchanderi	0	2	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas chenhongjianii	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella amazonensis	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio sonorensis	2	0	0	0	1	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Phaeochromatium;Phaeochromatium fluminis	1	2	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus fuscans	1	0	3	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;Photobacterium aestuarii	0	1	2	0	1	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Thermocrispum;Thermocrispum agreste	0	1	2	0	0	1	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora qijiaojingensis	0	1	1	0	0	0	0	2	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus terrae	1	0	0	2	1	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Siphonobacter;Siphonobacter aquaeclarae	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas amygdali	2	1	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium freudenreichii	1	2	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa	2	0	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia	0	1	1	2	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum;Nitrospirillum iridis	0	1	1	1	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;Caenimonas terrae	1	0	1	2	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii	3	0	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea endophytica	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea vagans	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Denitrificimonas;Denitrificimonas caeni	0	0	2	2	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Algihabitans;Algihabitans albus	1	2	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Caenispirillum;Caenispirillum humi	3	0	0	0	1	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Elstera;Elstera cyanobacteriorum	2	0	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas ponticola	3	0	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Siphonobacter;Siphonobacter intestinalis	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas musae	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Symbiopectobacterium;Symbiopectobacterium purcellii	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Catellatospora;Catellatospora citrea	0	1	1	1	1	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Sporocytophaga;Sporocytophaga myxococcoides	2	0	1	0	0	0	0	1	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas aeriglobus	1	1	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus;Roseococcus thiosulfatophilus	1	3	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mangrovibacter;Mangrovibacter yixingensis	3	0	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae	0	1	0	3	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter europaeus	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas mediterranea	2	0	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas phragmitis	1	1	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Entomobacter;Entomobacter blattae	1	2	0	0	0	1	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Halosaccharopolyspora;Halosaccharopolyspora lacisalsi	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;Limnohabitans parvus	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia saturnea	0	2	1	0	0	1	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Thermoflavifilum;Thermoflavifilum thermophilum	0	1	2	0	0	0	0	1	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium branderi	0	0	2	1	0	1	0	0	4
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus urinimassiliensis	1	0	0	0	3	0	0	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Tolypothrichaceae;Kryptousia;Kryptousia macronema	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter subterraneus	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus nepalensis	0	2	0	2	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor;Caldicellulosiruptor obsidiansis	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Demequinaceae;Demequina;Demequina lutea	1	1	0	0	0	0	2	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Sporofaciens;Sporofaciens musculi	2	0	0	1	0	0	0	1	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter;Aminobacter lissarensis	2	0	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus uzenensis	0	0	0	3	1	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella;Martelella alba	0	1	0	2	0	1	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium ganghwense	1	0	1	2	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Bhargavaea;Bhargavaea beijingensis	0	0	2	0	0	2	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella mulderi	1	3	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella grahamii	0	0	4	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter;Phreatobacter cathodiphilus	1	0	1	0	0	2	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella taylorii	0	0	1	3	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula;Desulfovirgula thermocuniculi	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus;Jeotgalibacillus soli	3	0	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella palustris	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Microcoleaceae;Microcoleus;Microcoleus acremannii	0	1	2	0	0	0	1	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halonatronum;Halonatronum saccharophilum	1	0	1	0	0	2	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus capitis	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methyloferula;Methyloferula stellata	0	3	0	0	1	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum;Halanaerobaculum tunisiense	0	0	2	0	0	2	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc miyukkimchii	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium retamae	2	0	0	0	2	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiales_Incertae_sedis;Anoxybacter;Anoxybacter fermentans	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Dermacoccus;Dermacoccus abyssi	0	2	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Fodinibacter;Fodinibacter luteus	0	2	0	2	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saprophyticus	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus anaericanus	0	0	0	0	0	4	0	0	4
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Alienimonas;Alienimonas californiensis	0	0	0	0	0	4	0	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Thermosynechococcaceae;Thermosynechococcus;Thermosynechococcus vestitus	2	0	1	0	0	0	1	0	4
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas noxia	0	0	2	1	0	0	1	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Prochlorotrichaceae;Nodosilinea;Nodosilinea ramsarensis	1	1	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agrococcus;Agrococcus casei	0	3	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces daqus	0	0	1	0	0	2	0	1	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus chartarius	0	4	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus beijingensis	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus barengoltzii	0	1	3	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus pallens	3	0	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora indolis	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus algicola	0	0	2	0	2	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium alhagi	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus;Caldalkalibacillus uzonensis	2	1	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Glycomycetales;Glycomycetaceae;Stackebrandtia;Stackebrandtia nassauensis	2	1	1	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Neolewinella;Neolewinella xylanilytica	1	1	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calidifontibacillus;Calidifontibacillus erzurumensis	0	0	2	2	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium falsum	1	0	0	3	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;Carboxydocella manganica	0	0	1	1	0	2	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium kunshanense	1	1	0	1	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium hungaricum	0	3	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium zucineum	2	2	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Pseudaquidulcibacter;Pseudaquidulcibacter saccharophilus	0	1	0	3	0	0	0	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pleurocapsales;Xenococcaceae;Xenococcus;Xenococcus spongiosum	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus ursoris	3	0	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella gallinifaecis	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus borbori	0	0	0	4	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacter;Mycolicibacter icosiumassiliensis	0	1	0	3	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus daowaiensis	1	0	3	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium oryzae	0	0	1	1	1	1	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus bataviensis	0	0	2	0	2	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis	2	0	0	1	0	1	0	0	4
Bacteria;Bacteria_none;Chloroflexi;Dehalococcoidia;Dehalococcoidia_Incertae_sedis;Dehalococcoidia_Incertae_sedis;Dehalogenimonas;Dehalogenimonas formicexedens	0	0	0	0	2	2	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus;Psychrobacillus insolitus	0	0	3	0	0	1	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus porci	3	1	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia zhihengii	0	1	0	2	0	1	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium komagatae	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermatophilaceae;Kineosphaera;Kineosphaera limosa	0	2	2	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina terrae	0	0	1	0	0	2	0	1	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium fujisawaense	4	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter;Alkalibacter saccharofermentans	2	0	0	0	0	2	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium aestuarii	1	0	1	1	1	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulforamulus;Desulforamulus putei	0	1	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium cerastii	1	0	2	1	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium sandarakinum	0	3	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;Ornithinibacillus californiensis	0	0	3	0	1	0	0	0	4
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;Chroococcidiopsis thermalis	0	3	0	1	0	0	0	0	4
Bacteria;Bacteria_none;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter robiniae	0	0	4	0	0	0	0	0	4
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia jinanensis	1	1	1	1	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Lichenibacteriaceae;Lichenibacterium;Lichenibacterium ramalinae	0	2	0	2	0	0	0	0	4
